OrderID,PurchaseDate,DeliveryDate,Vendor,Product,Category,Location,Quantity,UnitPrice,OrderStatus,PaymentStatus,PaymentTerms,DeliveryDays,TotalCost,IsOnTime
ORD2033,7/6/2023,7/10/2023,Delta Traders,Product_35,Office Supplies,Japan,58,25.05,Canceled,Unpaid,Net 30,4,1452.9,TRUE
ORD2034,7/24/2022,7/30/2022,Beta Corp,Product_11,Electronics,India,88,65.84,Pending,Paid,Net 60,6,5793.92,TRUE
ORD2035,9/2/2023,9/8/2023,Theta Tech,Product_21,Electronics,France,13,105.52,Pending,Paid,Net 60,6,1371.76,TRUE
ORD2036,9/29/2023,10/5/2023,Delta Traders,Product_11,Furniture,France,43,203.97,Canceled,Paid,Net 30,6,8770.71,TRUE
ORD2037,8/4/2023,8/12/2023,Beta Corp,Product_30,Electronics,France,76,423.64,Delivered,Paid,Upon Delivery,8,32196.64,FALSE
ORD2038,6/30/2023,7/5/2023,Beta Corp,Product_48,Electronics,Australia,51,176.4,Shipped,Paid,Net 60,5,8996.4,TRUE
ORD2039,6/7/2022,6/15/2022,Delta Traders,Product_35,Electronics,Russia,19,329.04,Canceled,Paid,Net 60,8,6251.76,FALSE
ORD2040,7/31/2023,8/5/2023,Beta Corp,Product_22,Office Supplies,India,21,356.11,Pending,Paid,Net 30,5,7478.31,TRUE
ORD2041,1/24/2022,1/30/2022,Alpha Supplies,Product_38,Office Supplies,Germany,91,295.16,Shipped,Unpaid,Upon Delivery,6,26859.56,TRUE
ORD2042,8/7/2023,8/13/2023,Delta Traders,Product_31,Furniture,Canada,83,181.83,Canceled,Unpaid,Net 60,6,15091.89,TRUE
ORD2043,3/2/2022,3/10/2022,Beta Corp,Product_14,Furniture,France,24,290.64,Delivered,Paid,Net 30,8,6975.36,FALSE
ORD2044,2/12/2022,2/20/2022,Eta Logistics,Product_24,Furniture,Germany,26,174.42,Delivered,Paid,Net 60,8,4534.92,FALSE
ORD2045,9/30/2022,10/5/2022,Delta Traders,Product_50,Electronics,France,45,46.52,Delivered,Paid,Upon Delivery,5,2093.4,TRUE
ORD2046,2/28/2024,3/6/2024,Alpha Supplies,Product_49,Machinery,India,28,496.44,Delivered,Paid,Net 30,7,13900.32,TRUE
ORD2047,10/7/2023,10/12/2023,Delta Traders,Product_32,Furniture,France,82,67.96,Shipped,Paid,Net 30,5,5572.72,TRUE
ORD2048,8/2/2022,8/10/2022,Delta Traders,Product_36,Office Supplies,Canada,29,40.81,Delivered,Paid,Upon Delivery,8,1183.49,FALSE
ORD2049,1/24/2022,2/2/2022,Alpha Supplies,Product_32,Machinery,Japan,17,439.87,Pending,Paid,Net 30,9,7477.79,FALSE
ORD2050,2/25/2024,3/4/2024,Alpha Supplies,Product_15,Electronics,Japan,68,154.41,Pending,Paid,Upon Delivery,8,10499.88,FALSE
ORD2051,12/10/2023,12/19/2023,Eta Logistics,Product_43,Machinery,India,44,326.9,Delivered,Unpaid,Net 30,9,14383.6,FALSE
ORD2052,12/14/2022,12/18/2022,Alpha Supplies,Product_35,Office Supplies,Japan,61,167.86,Shipped,Paid,Upon Delivery,4,10239.46,TRUE
ORD2053,12/18/2023,12/26/2023,Theta Tech,Product_3,Machinery,Australia,93,198.77,Shipped,Unpaid,Net 60,8,18485.61,FALSE
ORD2054,9/28/2022,10/2/2022,Alpha Supplies,Product_16,Furniture,Russia,68,134.75,Pending,Unpaid,Net 60,4,9163,TRUE
ORD2055,2/12/2022,2/19/2022,Beta Corp,Product_5,Electronics,Australia,74,174.81,Delivered,Paid,Net 60,7,12935.94,TRUE
ORD2056,4/5/2022,4/10/2022,Theta Tech,Product_21,Furniture,Germany,25,208.3,Delivered,Paid,Net 30,5,5207.5,TRUE
ORD2057,7/31/2023,8/9/2023,Theta Tech,Product_10,Office Supplies,Australia,95,361.61,Delivered,Paid,Upon Delivery,9,34352.95,FALSE
ORD2058,7/19/2023,7/24/2023,Delta Traders,Product_19,Office Supplies,Germany,67,258.21,Delivered,Paid,Upon Delivery,5,17300.07,TRUE
ORD2059,1/1/2022,1/5/2022,Theta Tech,Product_25,Office Supplies,Germany,2,472.06,Pending,Paid,Net 60,4,944.12,TRUE
ORD2060,10/29/2022,11/7/2022,Beta Corp,Product_4,Furniture,Russia,89,25.73,Shipped,Paid,Net 60,9,2289.97,FALSE
ORD2061,2/21/2023,2/26/2023,Delta Traders,Product_29,Furniture,Canada,49,254.02,Pending,Unpaid,Net 60,5,12446.98,TRUE
ORD2062,1/2/2022,1/10/2022,Alpha Supplies,Product_19,Furniture,India,70,294.19,Shipped,Unpaid,Upon Delivery,8,20593.3,FALSE
ORD2063,11/5/2023,11/11/2023,Eta Logistics,Product_43,Electronics,Russia,26,460.5,Pending,Paid,Net 60,6,11973,TRUE
ORD2064,9/3/2023,9/7/2023,Beta Corp,Product_2,Office Supplies,India,72,29.33,Delivered,Unpaid,Net 30,4,2111.76,TRUE
ORD2065,6/26/2022,7/1/2022,Beta Corp,Product_10,Furniture,Japan,99,288.88,Shipped,Paid,Net 60,5,28599.12,TRUE
ORD2066,10/5/2022,10/9/2022,Eta Logistics,Product_43,Furniture,Japan,27,427.55,Delivered,Paid,Net 60,4,11543.85,TRUE
ORD2067,7/28/2022,8/7/2022,Beta Corp,Product_25,Office Supplies,Australia,89,124.75,Shipped,Paid,Upon Delivery,10,11102.75,FALSE
ORD2068,3/19/2022,3/23/2022,Beta Corp,Product_20,Office Supplies,Germany,18,438.76,Delivered,Overdue,Net 30,4,7897.68,TRUE
ORD2069,5/6/2023,5/15/2023,Beta Corp,Product_48,Furniture,France,54,14.43,Delivered,Paid,Upon Delivery,9,779.22,FALSE
ORD2070,3/8/2024,3/18/2024,Delta Traders,Product_19,Electronics,France,1,367.57,Shipped,Paid,Net 30,10,367.57,FALSE
ORD2071,8/3/2023,8/12/2023,Eta Logistics,Product_23,Electronics,India,61,466.89,Pending,Unpaid,Net 30,9,28480.29,FALSE
ORD2072,4/7/2023,4/13/2023,Beta Corp,Product_24,Office Supplies,Germany,3,330.31,Shipped,Paid,Net 60,6,990.93,TRUE
ORD2073,6/1/2022,6/11/2022,Eta Logistics,Product_11,Electronics,India,68,222.32,Shipped,Paid,Net 60,10,15117.76,FALSE
ORD2074,2/2/2024,2/10/2024,Eta Logistics,Product_46,Electronics,Russia,41,27.22,Delivered,Paid,Upon Delivery,8,1116.02,FALSE
ORD2075,5/14/2022,5/18/2022,Alpha Supplies,Product_34,Furniture,Canada,37,460.46,Pending,Paid,Upon Delivery,4,17037.02,TRUE
ORD2076,10/17/2023,10/22/2023,Delta Traders,Product_28,Office Supplies,Russia,51,237.8,Delivered,Paid,Upon Delivery,5,12127.8,TRUE
ORD2077,1/12/2022,1/19/2022,Eta Logistics,Product_5,Machinery,Germany,15,19.35,Pending,Unpaid,Net 30,7,290.25,TRUE
ORD2078,3/18/2023,3/22/2023,Theta Tech,Product_5,Machinery,Germany,8,346.46,Canceled,Paid,Upon Delivery,4,2771.68,TRUE
ORD2079,4/2/2022,4/6/2022,Beta Corp,Product_21,Furniture,Canada,38,243.51,Delivered,Paid,Net 30,4,9253.38,TRUE
ORD2080,3/15/2022,3/21/2022,Delta Traders,Product_12,Office Supplies,India,83,66.55,Pending,Overdue,Net 30,6,5523.65,TRUE
ORD2081,6/25/2023,7/3/2023,Eta Logistics,Product_50,Electronics,Australia,56,111.06,Canceled,Paid,Net 30,8,6219.36,FALSE
ORD2082,7/15/2023,7/22/2023,Beta Corp,Product_4,Office Supplies,Australia,47,36.92,Delivered,Paid,Net 30,7,1735.24,TRUE
ORD2083,11/8/2022,11/18/2022,Eta Logistics,Product_49,Electronics,Canada,90,289.28,Shipped,Paid,Net 30,10,26035.2,FALSE
ORD2084,5/9/2022,5/19/2022,Beta Corp,Product_42,Furniture,Australia,10,312.9,Pending,Paid,Net 60,10,3129,FALSE
ORD2085,9/8/2022,9/18/2022,Alpha Supplies,Product_20,Office Supplies,France,78,255.34,Shipped,Paid,Net 30,10,19916.52,FALSE
ORD2086,1/8/2023,1/17/2023,Beta Corp,Product_38,Office Supplies,Australia,49,409.47,Delivered,Unpaid,Net 30,9,20064.03,FALSE
ORD2087,7/8/2023,7/17/2023,Eta Logistics,Product_25,Office Supplies,Australia,41,431.2,Delivered,Paid,Net 60,9,17679.2,FALSE
ORD2088,10/11/2022,10/16/2022,Delta Traders,Product_14,Electronics,Australia,83,309.73,Pending,Paid,Net 60,5,25707.59,TRUE
ORD2089,6/7/2022,6/14/2022,Eta Logistics,Product_11,Office Supplies,France,30,11.31,Delivered,Paid,Net 60,7,339.3,TRUE
ORD2090,11/4/2022,11/14/2022,Alpha Supplies,Product_32,Office Supplies,India,5,349.14,Shipped,Overdue,Upon Delivery,10,1745.7,FALSE
ORD2091,3/15/2022,3/24/2022,Beta Corp,Product_11,Electronics,Australia,95,211.91,Delivered,Paid,Upon Delivery,9,20131.45,FALSE
ORD2092,3/23/2023,3/28/2023,Theta Tech,Product_18,Office Supplies,Japan,71,284.95,Canceled,Paid,Net 30,5,20231.45,TRUE
ORD2093,12/4/2023,12/12/2023,Beta Corp,Product_27,Electronics,France,83,326.29,Pending,Unpaid,Net 30,8,27082.07,FALSE
ORD2094,7/2/2022,7/7/2022,Theta Tech,Product_18,Electronics,Canada,31,178.37,Delivered,Paid,Net 30,5,5529.47,TRUE
ORD2095,9/23/2023,10/2/2023,Theta Tech,Product_23,Office Supplies,Russia,52,458.96,Delivered,Unpaid,Net 30,9,23865.92,FALSE
ORD2096,8/14/2023,8/20/2023,Theta Tech,Product_11,Office Supplies,Canada,88,71.32,Pending,Paid,Net 60,6,6276.16,TRUE
ORD2097,5/7/2023,5/13/2023,Beta Corp,Product_21,Electronics,Russia,98,337.4,Pending,Unpaid,Upon Delivery,6,33065.2,TRUE
ORD2098,3/14/2024,3/24/2024,Beta Corp,Product_44,Electronics,Canada,23,7.16,Delivered,Unpaid,Net 60,10,164.68,FALSE
ORD2099,7/14/2023,7/20/2023,Eta Logistics,Product_5,Office Supplies,Japan,48,462.7,Shipped,Paid,Upon Delivery,6,22209.6,TRUE
ORD2100,3/29/2023,4/8/2023,Alpha Supplies,Product_23,Office Supplies,Russia,40,60.69,Delivered,Paid,Net 60,10,2427.6,FALSE
ORD2101,10/16/2023,10/26/2023,Delta Traders,Product_41,Office Supplies,Russia,6,51.97,Delivered,Paid,Net 30,10,311.82,FALSE
ORD2102,12/10/2022,12/19/2022,Theta Tech,Product_25,Machinery,Germany,38,169.84,Pending,Overdue,Upon Delivery,9,6453.92,FALSE
ORD2103,2/18/2023,2/24/2023,Beta Corp,Product_41,Office Supplies,Russia,41,189.92,Delivered,Paid,Net 30,6,7786.72,TRUE
ORD2104,8/25/2023,9/4/2023,Delta Traders,Product_10,Office Supplies,Russia,27,111.08,Shipped,Paid,Upon Delivery,10,2999.16,FALSE
ORD2105,10/13/2023,10/20/2023,Theta Tech,Product_22,Electronics,Germany,75,294.64,Delivered,Paid,Upon Delivery,7,22098,TRUE
ORD2106,9/2/2022,9/10/2022,Beta Corp,Product_19,Office Supplies,Australia,69,224.24,Delivered,Unpaid,Net 30,8,15472.56,FALSE
ORD2107,10/16/2022,10/21/2022,Delta Traders,Product_1,Machinery,Australia,57,21.92,Delivered,Unpaid,Net 30,5,1249.44,TRUE
ORD2108,3/23/2023,3/28/2023,Beta Corp,Product_7,Office Supplies,Germany,17,163.23,Pending,Paid,Net 30,5,2774.91,TRUE
ORD2109,11/11/2023,11/20/2023,Delta Traders,Product_4,Electronics,France,71,406.16,Pending,Paid,Net 60,9,28837.36,FALSE
ORD2110,9/9/2023,9/15/2023,Delta Traders,Product_1,Furniture,Russia,91,346.4,Pending,Unpaid,Upon Delivery,6,31522.4,TRUE
ORD2111,11/8/2023,11/14/2023,Delta Traders,Product_15,Furniture,Russia,47,363.81,Delivered,Paid,Upon Delivery,6,17099.07,TRUE
ORD2112,3/29/2023,4/8/2023,Delta Traders,Product_40,Electronics,Germany,79,350.57,Delivered,Paid,Upon Delivery,10,27695.03,FALSE
ORD2113,1/10/2024,1/14/2024,Beta Corp,Product_12,Office Supplies,Germany,13,158.93,Shipped,Unpaid,Net 30,4,2066.09,TRUE
ORD2114,1/1/2022,1/11/2022,Eta Logistics,Product_22,Furniture,France,11,54.33,Delivered,Unpaid,Upon Delivery,10,597.63,FALSE
ORD2115,3/4/2024,3/12/2024,Beta Corp,Product_22,Furniture,Japan,90,139.87,Shipped,Paid,Upon Delivery,8,12588.3,FALSE
ORD2116,5/12/2023,5/19/2023,Delta Traders,Product_50,Electronics,Australia,86,416.73,Delivered,Paid,Net 30,7,35838.78,TRUE
ORD2117,7/11/2023,7/16/2023,Theta Tech,Product_47,Office Supplies,Canada,92,490.33,Shipped,Paid,Net 30,5,45110.36,TRUE
ORD2118,11/23/2023,12/3/2023,Delta Traders,Product_17,Office Supplies,Japan,24,249.45,Delivered,Paid,Upon Delivery,10,5986.8,FALSE
ORD2119,5/14/2023,5/18/2023,Alpha Supplies,Product_29,Electronics,India,93,9.8,Pending,Paid,Net 60,4,911.4,TRUE
ORD2120,1/9/2023,1/13/2023,Eta Logistics,Product_46,Office Supplies,Australia,73,74.32,Delivered,Paid,Net 30,4,5425.36,TRUE
ORD2121,8/28/2022,9/7/2022,Eta Logistics,Product_14,Office Supplies,Russia,4,164.43,Delivered,Unpaid,Net 60,10,657.72,FALSE
ORD2122,10/3/2023,10/12/2023,Alpha Supplies,Product_50,Office Supplies,India,46,291.4,Delivered,Paid,Net 60,9,13404.4,FALSE
ORD2123,12/10/2023,12/15/2023,Alpha Supplies,Product_20,Office Supplies,Japan,18,42.17,Delivered,Paid,Net 60,5,759.06,TRUE
ORD2124,4/4/2022,4/13/2022,Delta Traders,Product_50,Electronics,Germany,43,471.96,Delivered,Paid,Net 60,9,20294.28,FALSE
ORD2125,2/19/2024,2/26/2024,Alpha Supplies,Product_48,Electronics,France,80,185.72,Pending,Paid,Net 30,7,14857.6,TRUE
ORD2126,12/26/2023,12/30/2023,Delta Traders,Product_33,Furniture,Australia,33,456.73,Pending,Paid,Upon Delivery,4,15072.09,TRUE
ORD2127,5/20/2023,5/24/2023,Delta Traders,Product_43,Office Supplies,France,93,391.36,Canceled,Paid,Upon Delivery,4,36396.48,TRUE
ORD2128,4/12/2022,4/20/2022,Eta Logistics,Product_15,Furniture,India,10,378.94,Pending,Unpaid,Net 30,8,3789.4,FALSE
ORD2129,1/14/2024,1/21/2024,Delta Traders,Product_12,Machinery,Australia,73,305.33,Pending,Paid,Net 30,7,22289.09,TRUE
ORD2130,3/12/2023,3/16/2023,Delta Traders,Product_40,Electronics,Japan,59,315.26,Delivered,Paid,Net 60,4,18600.34,TRUE
ORD2131,8/26/2023,9/2/2023,Delta Traders,Product_20,Electronics,Russia,31,320.81,Delivered,Paid,Net 60,7,9945.11,TRUE
ORD2132,2/4/2023,2/9/2023,Delta Traders,Product_30,Machinery,Canada,28,316.22,Delivered,Unpaid,Net 30,5,8854.16,TRUE
ORD2133,4/27/2023,5/3/2023,Delta Traders,Product_38,Machinery,France,60,279.1,Shipped,Unpaid,Upon Delivery,6,16746,TRUE
ORD2134,2/13/2024,2/17/2024,Beta Corp,Product_3,Office Supplies,France,3,493.27,Delivered,Overdue,Net 60,4,1479.81,TRUE
ORD2135,2/7/2023,2/15/2023,Delta Traders,Product_28,Machinery,Canada,55,367.48,Delivered,Paid,Net 30,8,20211.4,FALSE
ORD2136,5/28/2023,6/2/2023,Delta Traders,Product_26,Electronics,France,14,389.59,Pending,Unpaid,Net 30,5,5454.26,TRUE
ORD2137,2/22/2024,3/3/2024,Beta Corp,Product_30,Office Supplies,France,58,436.87,Delivered,Paid,Net 30,10,25338.46,FALSE
ORD2138,12/18/2023,12/25/2023,Eta Logistics,Product_13,Electronics,Australia,89,111.74,Shipped,Paid,Net 60,7,9944.86,TRUE
ORD2139,5/16/2022,5/26/2022,Beta Corp,Product_13,Office Supplies,Australia,15,46.48,Shipped,Unpaid,Net 30,10,697.2,FALSE
ORD2140,4/5/2022,4/14/2022,Alpha Supplies,Product_2,Machinery,Canada,2,244.03,Delivered,Paid,Upon Delivery,9,488.06,FALSE
ORD2141,12/7/2022,12/12/2022,Theta Tech,Product_37,Machinery,India,24,259.47,Delivered,Paid,Net 30,5,6227.28,TRUE
ORD2142,6/23/2023,7/3/2023,Alpha Supplies,Product_49,Electronics,Russia,78,415.44,Delivered,Paid,Net 60,10,32404.32,FALSE
ORD2143,3/11/2023,3/15/2023,Theta Tech,Product_38,Office Supplies,Japan,64,224.67,Pending,Paid,Upon Delivery,4,14378.88,TRUE
ORD2144,6/17/2022,6/24/2022,Delta Traders,Product_2,Machinery,Japan,71,287.57,Delivered,Paid,Upon Delivery,7,20417.47,TRUE
ORD2145,8/31/2023,9/6/2023,Delta Traders,Product_36,Office Supplies,India,24,265.9,Canceled,Overdue,Net 30,6,6381.6,TRUE
ORD2146,1/27/2023,2/1/2023,Alpha Supplies,Product_26,Furniture,France,27,23.91,Pending,Paid,Net 30,5,645.57,TRUE
ORD2147,9/15/2023,9/19/2023,Alpha Supplies,Product_11,Electronics,Russia,37,309.53,Delivered,Paid,Upon Delivery,4,11452.61,TRUE
ORD2148,12/23/2022,12/31/2022,Delta Traders,Product_8,Electronics,Canada,94,414.88,Delivered,Unpaid,Net 30,8,38998.72,FALSE
ORD2149,9/9/2022,9/18/2022,Delta Traders,Product_44,Electronics,India,91,82.96,Canceled,Paid,Net 60,9,7549.36,FALSE
ORD2150,5/21/2022,5/28/2022,Beta Corp,Product_40,Furniture,Canada,39,299.19,Delivered,Unpaid,Upon Delivery,7,11668.41,TRUE
ORD2151,5/31/2023,6/5/2023,Beta Corp,Product_43,Office Supplies,Australia,63,298.84,Shipped,Paid,Net 30,5,18826.92,TRUE
ORD2152,6/2/2023,6/7/2023,Beta Corp,Product_22,Electronics,France,79,86.27,Delivered,Unpaid,Upon Delivery,5,6815.33,TRUE
ORD2153,1/12/2022,1/18/2022,Eta Logistics,Product_20,Electronics,Germany,26,66.11,Pending,Paid,Net 30,6,1718.86,TRUE
ORD2154,2/1/2024,2/7/2024,Beta Corp,Product_8,Office Supplies,Canada,65,490.13,Shipped,Overdue,Net 30,6,31858.45,TRUE
ORD2155,1/18/2024,1/26/2024,Theta Tech,Product_29,Electronics,India,4,199.89,Shipped,Paid,Net 60,8,799.56,FALSE
ORD2156,9/27/2022,10/6/2022,Beta Corp,Product_40,Machinery,France,29,117.57,Delivered,Paid,Net 30,9,3409.53,FALSE
ORD2157,2/7/2024,2/15/2024,Delta Traders,Product_26,Electronics,Russia,1,89.81,Delivered,Overdue,Net 30,8,89.81,FALSE
ORD2158,12/19/2022,12/23/2022,Eta Logistics,Product_30,Furniture,India,50,335.46,Canceled,Paid,Net 30,4,16773,TRUE
ORD2159,3/12/2024,3/16/2024,Eta Logistics,Product_17,Office Supplies,Australia,86,306.68,Delivered,Unpaid,Net 60,4,26374.48,TRUE
ORD2160,2/15/2022,2/23/2022,Beta Corp,Product_20,Machinery,Japan,11,323.56,Delivered,Unpaid,Net 30,8,3559.16,FALSE
ORD2161,10/16/2023,10/25/2023,Beta Corp,Product_16,Electronics,Russia,74,48.56,Shipped,Paid,Net 30,9,3593.44,FALSE
ORD2162,6/12/2022,6/20/2022,Delta Traders,Product_46,Office Supplies,Canada,59,447.3,Delivered,Paid,Net 30,8,26390.7,FALSE
ORD2163,3/31/2023,4/9/2023,Theta Tech,Product_43,Office Supplies,Canada,62,197.69,Delivered,Paid,Upon Delivery,9,12256.78,FALSE
ORD2164,12/17/2022,12/26/2022,Delta Traders,Product_7,Office Supplies,Russia,81,160.12,Delivered,Unpaid,Net 60,9,12969.72,FALSE
ORD2165,3/29/2024,4/8/2024,Beta Corp,Product_16,Furniture,Canada,36,233.87,Pending,Paid,Upon Delivery,10,8419.32,FALSE
ORD2166,4/21/2022,4/28/2022,Eta Logistics,Product_45,Furniture,India,56,198.08,Pending,Paid,Net 60,7,11092.48,TRUE
ORD2167,11/5/2022,11/14/2022,Theta Tech,Product_47,Furniture,France,90,432.47,Delivered,Paid,Net 60,9,38922.3,FALSE
ORD2168,1/12/2023,1/18/2023,Eta Logistics,Product_48,Machinery,Canada,21,464.98,Delivered,Paid,Upon Delivery,6,9764.58,TRUE
ORD2169,3/10/2024,3/19/2024,Theta Tech,Product_27,Electronics,Australia,13,155.21,Delivered,Unpaid,Net 60,9,2017.73,FALSE
ORD2170,10/26/2022,11/4/2022,Delta Traders,Product_23,Machinery,France,9,432.65,Pending,Paid,Net 60,9,3893.85,FALSE
ORD2171,1/21/2023,1/30/2023,Theta Tech,Product_24,Electronics,India,11,391.85,Delivered,Paid,Upon Delivery,9,4310.35,FALSE
ORD2172,4/14/2023,4/24/2023,Delta Traders,Product_9,Office Supplies,Germany,75,465.75,Shipped,Overdue,Net 30,10,34931.25,FALSE
ORD2173,3/13/2023,3/23/2023,Beta Corp,Product_35,Office Supplies,Canada,70,126.65,Delivered,Paid,Net 60,10,8865.5,FALSE
ORD2174,5/3/2023,5/7/2023,Theta Tech,Product_20,Electronics,Canada,1,290.59,Shipped,Unpaid,Upon Delivery,4,290.59,TRUE
ORD2175,8/20/2022,8/30/2022,Delta Traders,Product_37,Electronics,Australia,70,140.9,Delivered,Unpaid,Net 60,10,9863,FALSE
ORD2176,9/18/2022,9/24/2022,Eta Logistics,Product_42,Electronics,India,77,412.93,Canceled,Paid,Upon Delivery,6,31795.61,TRUE
ORD2177,7/20/2022,7/26/2022,Eta Logistics,Product_17,Office Supplies,Australia,86,7.64,Delivered,Paid,Net 30,6,657.04,TRUE
ORD2178,12/3/2022,12/13/2022,Beta Corp,Product_47,Machinery,Japan,56,284.59,Delivered,Paid,Net 60,10,15937.04,FALSE
ORD2179,5/17/2023,5/25/2023,Eta Logistics,Product_31,Furniture,India,31,172.91,Shipped,Paid,Net 30,8,5360.21,FALSE
ORD2180,10/17/2023,10/24/2023,Eta Logistics,Product_8,Office Supplies,Russia,86,164.73,Shipped,Overdue,Net 30,7,14166.78,TRUE
ORD2181,7/9/2022,7/19/2022,Beta Corp,Product_15,Office Supplies,Russia,37,324.23,Delivered,Paid,Upon Delivery,10,11996.51,FALSE
ORD2182,2/14/2022,2/23/2022,Theta Tech,Product_31,Furniture,Russia,47,426.48,Canceled,Paid,Net 60,9,20044.56,FALSE
ORD2183,5/29/2023,6/3/2023,Alpha Supplies,Product_30,Office Supplies,Australia,91,306.55,Pending,Paid,Net 60,5,27896.05,TRUE
ORD2184,8/17/2023,8/24/2023,Delta Traders,Product_46,Machinery,Russia,78,427.32,Shipped,Paid,Net 60,7,33330.96,TRUE
ORD2185,11/21/2023,11/28/2023,Delta Traders,Product_20,Electronics,India,47,135.98,Delivered,Paid,Net 60,7,6391.06,TRUE
ORD2186,3/5/2023,3/11/2023,Delta Traders,Product_39,Furniture,Russia,69,262.15,Pending,Unpaid,Net 60,6,18088.35,TRUE
ORD2187,4/10/2023,4/17/2023,Eta Logistics,Product_12,Machinery,Germany,58,228.02,Delivered,Paid,Upon Delivery,7,13225.16,TRUE
ORD2188,8/6/2023,8/16/2023,Theta Tech,Product_49,Electronics,Russia,36,10.76,Delivered,Paid,Net 60,10,387.36,FALSE
ORD2189,6/1/2023,6/10/2023,Eta Logistics,Product_17,Office Supplies,Canada,32,280.62,Shipped,Paid,Net 30,9,8979.84,FALSE
ORD2190,11/8/2023,11/17/2023,Theta Tech,Product_42,Furniture,Japan,98,332.45,Delivered,Unpaid,Net 30,9,32580.1,FALSE
ORD2191,11/28/2023,12/2/2023,Beta Corp,Product_30,Electronics,Australia,64,298,Delivered,Paid,Net 60,4,19072,TRUE
ORD2192,11/5/2022,11/14/2022,Theta Tech,Product_29,Electronics,France,71,369.46,Pending,Paid,Upon Delivery,9,26231.66,FALSE
ORD2193,8/2/2022,8/11/2022,Delta Traders,Product_19,Machinery,Japan,42,287.81,Pending,Unpaid,Upon Delivery,9,12088.02,FALSE
ORD2194,3/5/2022,3/11/2022,Eta Logistics,Product_46,Office Supplies,Germany,48,38.04,Delivered,Overdue,Net 60,6,1825.92,TRUE
ORD2195,5/17/2022,5/26/2022,Delta Traders,Product_11,Electronics,Australia,74,62.64,Delivered,Unpaid,Net 30,9,4635.36,FALSE
ORD2196,10/2/2023,10/6/2023,Beta Corp,Product_34,Machinery,India,81,300.25,Shipped,Unpaid,Net 60,4,24320.25,TRUE
ORD2197,12/21/2023,12/26/2023,Theta Tech,Product_50,Machinery,Australia,30,141.11,Delivered,Unpaid,Net 60,5,4233.3,TRUE
ORD2198,8/13/2022,8/23/2022,Eta Logistics,Product_7,Furniture,Canada,21,44.42,Pending,Paid,Net 60,10,932.82,FALSE
ORD2199,3/21/2024,3/27/2024,Alpha Supplies,Product_44,Furniture,India,60,217.65,Canceled,Paid,Upon Delivery,6,13059,TRUE
ORD2200,11/13/2023,11/18/2023,Theta Tech,Product_34,Electronics,Japan,13,279.39,Delivered,Paid,Upon Delivery,5,3632.07,TRUE
ORD2201,6/5/2023,6/11/2023,Alpha Supplies,Product_20,Office Supplies,Japan,1,167.73,Shipped,Paid,Net 30,6,167.73,TRUE
ORD2202,4/16/2023,4/24/2023,Alpha Supplies,Product_50,Office Supplies,Russia,65,361.61,Canceled,Paid,Net 30,8,23504.65,FALSE
ORD2203,6/11/2023,6/18/2023,Theta Tech,Product_38,Machinery,India,33,323.67,Delivered,Overdue,Net 60,7,10681.11,TRUE
ORD2204,7/4/2023,7/12/2023,Alpha Supplies,Product_24,Furniture,Canada,38,169.75,Pending,Paid,Net 30,8,6450.5,FALSE
ORD2205,3/21/2023,3/30/2023,Eta Logistics,Product_10,Office Supplies,Russia,25,378.66,Pending,Overdue,Net 60,9,9466.5,FALSE
ORD2206,10/28/2023,11/2/2023,Eta Logistics,Product_32,Office Supplies,Russia,26,326.1,Pending,Paid,Net 30,5,8478.6,TRUE
ORD2207,6/10/2022,6/19/2022,Delta Traders,Product_15,Machinery,Australia,77,320.54,Shipped,Paid,Net 60,9,24681.58,FALSE
ORD2208,11/8/2022,11/15/2022,Alpha Supplies,Product_37,Furniture,Japan,59,278.95,Delivered,Paid,Upon Delivery,7,16458.05,TRUE
ORD2209,3/17/2022,3/23/2022,Theta Tech,Product_20,Electronics,Russia,92,10.64,Delivered,Unpaid,Net 60,6,978.88,TRUE
ORD2210,12/30/2023,1/6/2024,Alpha Supplies,Product_3,Electronics,Germany,33,349.77,Delivered,Overdue,Upon Delivery,7,11542.41,TRUE
ORD2211,5/21/2023,5/25/2023,Alpha Supplies,Product_37,Electronics,Germany,41,191.14,Delivered,Paid,Upon Delivery,4,7836.74,TRUE
ORD2212,4/18/2023,4/25/2023,Eta Logistics,Product_40,Office Supplies,Japan,30,471.59,Delivered,Unpaid,Net 30,7,14147.7,TRUE
ORD2213,2/27/2023,3/3/2023,Alpha Supplies,Product_8,Furniture,Germany,57,409.9,Shipped,Unpaid,Net 30,4,23364.3,TRUE
ORD2214,6/7/2022,6/14/2022,Beta Corp,Product_40,Furniture,Australia,49,295.91,Pending,Overdue,Upon Delivery,7,14499.59,TRUE
ORD2215,9/21/2023,10/1/2023,Delta Traders,Product_44,Office Supplies,Canada,48,129.83,Pending,Unpaid,Net 60,10,6231.84,FALSE
ORD2216,1/12/2022,1/16/2022,Beta Corp,Product_23,Electronics,France,72,105.84,Pending,Paid,Net 60,4,7620.48,TRUE
ORD2217,2/7/2022,2/12/2022,Beta Corp,Product_40,Electronics,Russia,49,173.49,Shipped,Unpaid,Net 30,5,8501.01,TRUE
ORD2218,9/29/2023,10/8/2023,Eta Logistics,Product_11,Machinery,France,47,240.9,Delivered,Paid,Net 60,9,11322.3,FALSE
